
T3694 000:473 SEGGER J-Link V4.80g Log File (0108ms, 0400ms total)
T3694 000:473 DLL Compiled: Feb 13 2014 20:50:02 (0108ms, 0400ms total)
T3694 000:473 Logging started @ 2017-09-18 15:42 (0109ms, 0401ms total)
T3694 000:582 JLINK_SetWarnOutHandler(...) (0000ms, 0401ms total)
T3694 000:582 JLINK_OpenEx(...)
Firmware: J-Link ARM V8 compiled Jan 31 2018 18:34:52
Hardware: V8.00
S/N: 20080643
Feature(s): RDI,FlashDL,FlashBP,JFlash,GDBFull  returns O.K. (0276ms, 0677ms total)
T3694 000:859 JLINK_SetErrorOutHandler(...) (0000ms, 0677ms total)
T3694 000:859 JLINK_ExecCommand("ProjectFile = "F:\CS9929SY\CS9929SY\CS9929SY\Project\JLinkSettings.ini"", ...)  returns 0x00 (0000ms, 0677ms total)
T3694 000:859 JLINK_ExecCommand("Device = STM32F407ZG", ...)Device "STM32F407ZG" selected (1024 KB flash, 128 KB RAM).  returns 0x00 (0002ms, 0679ms total)
T3694 000:861 JLINK_ExecCommand("DisableConnectionTimeout", ...)  returns 0x01 (0000ms, 0679ms total)
T3694 000:861 JLINK_GetHardwareVersion()  returns 0x13880 (0000ms, 0679ms total)
T3694 000:861 JLINK_GetDLLVersion()  returns 48007 (0000ms, 0679ms total)
T3694 000:861 JLINK_GetFirmwareString(...) (0000ms, 0679ms total)
T3694 000:862 JLINK_GetDLLVersion()  returns 48007 (0000ms, 0679ms total)
T3694 000:862 JLINK_GetCompileDateTime() (0000ms, 0679ms total)
T3694 000:862 JLINK_GetFirmwareString(...) (0000ms, 0679ms total)
T3694 000:862 JLINK_GetHardwareVersion()  returns 0x13880 (0000ms, 0679ms total)
T3694 000:863 JLINK_TIF_Select(JLINKARM_TIF_SWD)  returns 0x00 (0004ms, 0683ms total)
T3694 000:867 JLINK_SetSpeed(2000) (0000ms, 0683ms total)
T3694 000:867 JLINK_GetId() >0x108 TIF>Found SWD-DP with ID 0x2BA01477 >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x21 TIF> >0x108 TIF>Found SWD-DP with ID 0x2BA01477 >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF>
 >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x28 TIF> >0x0D TIF> >0x21 TIF> >0x0D TIF> >0x21 TIF>Found Cortex-M4 r0p1, Little endian. >0x0D TIF> >0x28 TIF> -- CPU_WriteMem(4 bytes @ 0xE0002000) -- CPU_ReadMem(4 bytes @ 0xE000EDF0)
 -- CPU_ReadMem(4 bytes @ 0xE0002000)FPUnit: 6 code (BP) slots and 2 literal slots -- CPU_ReadMem(4 bytes @ 0xE000EDFC) -- CPU_ReadMem(4 bytes @ 0xE0001000) -- CPU_WriteMem(4 bytes @ 0xE0001000) -- CPU_ReadMem(4 bytes @ 0xE00FF010)TPIU fitted. -- CPU_ReadMem(4 bytes @ 0xE00FF014)ETM fitted. -- CPU_ReadMem(4 bytes @ 0xE00FF018) >0x0D TIF> >0x21 TIF>  returns 0x2BA01477 (0052ms, 0735ms total)
T3694 000:919 JLINK_GetDeviceFamily()  returns 14 (0000ms, 0735ms total)
T3694 000:919 JLINK_ReadMem (0xE00FFFF0, 0x0010 Bytes, ...) -- CPU is running -- CPU_ReadMem(16 bytes @ 0xE00FFFF0) -- Data:  0D 00 00 00 10 00 00 00 05 00 00 00 B1 00 00 00  returns 0x00 (0001ms, 0736ms total)
T3694 000:920 JLINK_ReadMem (0xE00FFFD0, 0x0020 Bytes, ...) -- CPU is running -- CPU_ReadMem(32 bytes @ 0xE00FFFD0) -- Data:  00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ...  returns 0x00 (0001ms, 0737ms total)
T3694 000:921 JLINK_ReadMem (0xE00FF000, 0x0018 Bytes, ...) -- CPU is running -- CPU_ReadMem(24 bytes @ 0xE00FF000) -- Data:  03 F0 F0 FF 03 20 F0 FF 03 30 F0 FF 03 10 F0 FF ...  returns 0x00 (0001ms, 0738ms total)
T3694 000:922 JLINK_ReadMemU32(0xE000ED00, 0x0001 Items, ...) -- CPU is running -- CPU_ReadMem(4 bytes @ 0xE000ED00) -- Data:  41 C2 0F 41  returns 0x01 (0001ms, 0739ms total)
T3694 000:923 JLINK_ReadMemU32(0xE000EF40, 0x0001 Items, ...) -- CPU is running -- CPU_ReadMem(4 bytes @ 0xE000EF40) -- Data:  21 00 11 10  returns 0x01 (0000ms, 0739ms total)
T3694 000:923 JLINK_ReadMemU32(0xE000EF44, 0x0001 Items, ...) -- CPU is running -- CPU_ReadMem(4 bytes @ 0xE000EF44) -- Data:  11 00 00 11  returns 0x01 (0001ms, 0740ms total)
T3694 000:924 JLINK_SetResetType(JLINKARM_RESET_TYPE_NORMAL)  returns JLINKARM_RESET_TYPE_NORMAL (0000ms, 0740ms total)
T3694 000:924 JLINK_Reset() -- CPU_WriteMem(4 bytes @ 0xE0002000) -- CPU_ReadMem(4 bytes @ 0xE000EDFC) -- CPU_WriteMem(4 bytes @ 0xE000EDFC) -- CPU_ReadMem(4 bytes @ 0xE0001000) (0026ms, 0766ms total)
T3694 000:950 JLINK_ReadReg(R15 (PC))  returns 0x08000484 (0000ms, 0766ms total)
T3694 000:950 JLINK_ReadReg(XPSR)  returns 0x01000000 (0000ms, 0766ms total)
T3694 000:950 JLINK_Halt()  returns 0x00 (0000ms, 0766ms total)
T3694 000:950 JLINK_IsHalted()  returns TRUE (0000ms, 0766ms total)
T3694 000:950 JLINK_ReadMemU32(0xE000EDF0, 0x0001 Items, ...) -- CPU_ReadMem(4 bytes @ 0xE000EDF0) -- Data:  03 00 03 00  returns 0x01 (0001ms, 0767ms total)
T3694 000:951 JLINK_WriteU32(0xE000EDF0, 0xA05F0003) -- CPU_WriteMem(4 bytes @ 0xE000EDF0)  returns 0x00 (0001ms, 0768ms total)
T3694 000:952 JLINK_WriteU32(0xE000EDFC, 0x01000000) -- CPU_WriteMem(4 bytes @ 0xE000EDFC)  returns 0x00 (0001ms, 0769ms total)
T3694 000:953 JLINK_GetHWStatus(...)  returns 0x00 (0001ms, 0770ms total)
T3694 000:954 JLINK_GetNumBPUnits(Type = 0xFFFFFF00)  returns 0x06 (0000ms, 0770ms total)
T3694 000:954 JLINK_GetNumBPUnits(Type = 0xF0)  returns 0x2000 (0000ms, 0770ms total)
T3694 000:954 JLINK_GetNumWPUnits()  returns 0x04 (0000ms, 0770ms total)
T3694 000:954 JLINK_GetSpeed()  returns 0x7D0 (0000ms, 0770ms total)
T3694 000:954 JLINK_ReadMemU32(0xE000E004, 0x0001 Items, ...) -- CPU_ReadMem(4 bytes @ 0xE000E004) -- Data:  02 00 00 00  returns 0x01 (0001ms, 0771ms total)
T3694 000:955 JLINK_ReadMemU32(0xE000E004, 0x0001 Items, ...) -- CPU_ReadMem(4 bytes @ 0xE000E004) -- Data:  02 00 00 00  returns 0x01 (0001ms, 0772ms total)
T3694 000:956 JLINK_WriteMem(0xE0001000, 0x001C Bytes, ...) -- Data:  01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ... -- CPU_WriteMem(28 bytes @ 0xE0001000)  returns 0x1C (0001ms, 0773ms total)
T3694 000:957 JLINK_ReadMem (0xE0001000, 0x001C Bytes, ...) -- CPU_ReadMem(28 bytes @ 0xE0001000) -- Data:  01 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 ...  returns 0x00 (0001ms, 0774ms total)
T3694 000:958 JLINK_ReadReg(R15 (PC))  returns 0x08000484 (0000ms, 0774ms total)
T3694 000:958 JLINK_ReadReg(XPSR)  returns 0x01000000 (0000ms, 0774ms total)
T10228 288:106 JLINK_ReadReg(FPS10)  returns 0x00000010 (0000ms, 10523ms total)
T10228 288:106 JLINK_ReadReg(FPS11)  returns 0x00000011 (0000ms, 10523ms total)
T10228 288:106 JLINK_ReadReg(FPS12)  returns 0x00000012 (0000ms, 10523ms total)
T10228 288:106 JLINK_ReadReg(FPS13)  returns 0x00000013 (0000ms, 10523ms total)
T10228 288:106 JLINK_ReadReg(FPS14)  returns 0x00000014 (0000ms, 10523ms total)
T10228 288:106 JLINK_ReadReg(FPS15)  returns 0x00000015 (0000ms, 10523ms total)
T10228 288:106 JLINK_ReadReg(FPS16)  returns 0x00000016 (0000ms, 10523ms total)
T3694 288:107 JLINK_ReadMem (0x20018C64, 0x0020 Bytes, ...) -- CPU_ReadMem(128 bytes @ 0x20018C40) -- Updating C cache (128 bytes @ 0x20018C40) -- Read from C cache (32 bytes @ 0x20018C64) -- Data:  00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ...  returns 0x00 (0002ms, 10525ms total)
T3694 288:120 JLINK_ReadMem (0x20001138, 0x0004 Bytes, ...) -- CPU_ReadMem(64 bytes @ 0x20001100) -- Updating C cache (64 bytes @ 0x20001100) -- Read from C cache (4 bytes @ 0x20001138) -- Data:  00 00 00 00  returns 0x00 (0002ms, 10527ms total)
T3694 288:127 JLINK_ReadMem (0x20018C98, 0x000B Bytes, ...) -- Read from C cache (11 bytes @ 0x20018C98) -- Data:  31 32 33 20 20 20 20 20 42 4D 50  returns 0x00 (0000ms, 10527ms total)
T3694 288:127 JLINK_ReadMem (0x20018CA3, 0x0001 Bytes, ...) -- Read from C cache (1 bytes @ 0x20018CA3) -- Data:  20  returns 0x00 (0000ms, 10527ms total)
T3694 288:128 JLINK_ReadMem (0x20018CA4, 0x0001 Bytes, ...) -- Read from C cache (1 bytes @ 0x20018CA4) -- Data:  10  returns 0x00 (0000ms, 10527ms total)
T3694 288:128 JLINK_ReadMem (0x20018CA5, 0x0001 Bytes, ...) -- Read from C cache (1 bytes @ 0x20018CA5) -- Data:  42  returns 0x00 (0000ms, 10527ms total)
T3694 288:128 JLINK_ReadMem (0x20018CA6, 0x0002 Bytes, ...) -- Read from C cache (2 bytes @ 0x20018CA6) -- Data:  55 6D  returns 0x00 (0000ms, 10527ms total)
T3694 288:128 JLINK_ReadMem (0x20018CA8, 0x0002 Bytes, ...) -- Read from C cache (2 bytes @ 0x20018CA8) -- Data:  32 4B  returns 0x00 (0000ms, 10527ms total)
T3694 288:129 JLINK_ReadMem (0x20018CAA, 0x0002 Bytes, ...) -- Read from C cache (2 bytes @ 0x20018CAA) -- Data:  32 4B  returns 0x00 (0000ms, 10527ms total)
T3694 288:129 JLINK_ReadMem (0x20018CAC, 0x0002 Bytes, ...) -- Read from C cache (2 bytes @ 0x20018CAC) -- Data:  00 00  returns 0x00 (0000ms, 10527ms total)
T3694 288:129 JLINK_ReadMem (0x20018CAE, 0x0002 Bytes, ...) -- Read from C cache (2 bytes @ 0x20018CAE) -- Data:  6F 5E  returns 0x00 (0000ms, 10527ms total)
T3694 288:129 JLINK_ReadMem (0x20018CB0, 0x0002 Bytes, ...) -- Read from C cache (2 bytes @ 0x20018CB0) -- Data:  A9 4A  returns 0x00 (0000ms, 10527ms total)
T3694 288:130 JLINK_ReadMem (0x20018CB2, 0x0002 Bytes, ...) -- Read from C cache (2 bytes @ 0x20018CB2) -- Data:  52 00  returns 0x00 (0000ms, 10527ms total)
T3694 288:130 JLINK_ReadMem (0x20018CB4, 0x0004 Bytes, ...) -- Read from C cache (4 bytes @ 0x20018CB4) -- Data:  68 37 02 00  returns 0x00 (0000ms, 10527ms total)
T10228 289:037 JLINK_ReadMem (0x08049402, 0x0002 Bytes, ...) -- Read from C cache (2 bytes @ 0x08049402) -- Data:  9D F8  returns 0x00 (0000ms, 10527ms total)
T10228 289:038 JLINK_ReadMem (0x08049404, 0x003C Bytes, ...) -- Read from C cache (60 bytes @ 0x08049404) -- Data:  43 00 20 28 1D D0 9D F8 43 00 10 28 19 D1 0E A9 ...  returns 0x00 (0000ms, 10527ms total)
T10228 289:038 JLINK_Step() -- Read from C cache (2 bytes @ 0x08049402) -- Read from C cache (2 bytes @ 0x08049404) -- Not simulated -- CPU_WriteMem(4 bytes @ 0xE0002008) -- CPU_WriteMem(4 bytes @ 0xE000200C) -- CPU_WriteMem(4 bytes @ 0xE0002010) -- CPU_WriteMem(4 bytes @ 0xE0001004)  returns 0x00 (0009ms, 10536ms total)
T10228 289:047 JLINK_ReadReg(R15 (PC))  returns 0x08049406 (0000ms, 10536ms total)
T10228 289:047 JLINK_ReadReg(XPSR)  returns 0x61000000 (0000ms, 10536ms total)
T10228 289:047 JLINK_Step() -- CPU_ReadMem(64 bytes @ 0x08049400) -- Updating C cache (64 bytes @ 0x08049400) -- Read from C cache (2 bytes @ 0x08049406) -- CPU_ReadMem(4 bytes @ 0xE0001004) -- Simulated  returns 0x00 (0003ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R15 (PC))  returns 0x08049408 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(XPSR)  returns 0x61000000 (0000ms, 10539ms total)
T10228 289:050 JLINK_Step() -- Read from C cache (2 bytes @ 0x08049408) -- Simulated  returns 0x00 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R15 (PC))  returns 0x08049446 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(XPSR)  returns 0x61000000 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R0)  returns 0x00000020 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R1)  returns 0x00000040 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R2)  returns 0x40003800 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R3)  returns 0x00000003 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R4)  returns 0x00000020 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R5)  returns 0x00000000 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R6)  returns 0x00000000 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R7)  returns 0x07070707 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R8)  returns 0x08080808 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R9)  returns 0x09090909 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R10)  returns 0x10101010 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R11)  returns 0x11111111 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R12)  returns 0x12121212 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R13 (SP))  returns 0x20018C60 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R14)  returns 0x08036C99 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(R15 (PC))  returns 0x08049446 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(XPSR)  returns 0x61000000 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(MSP)  returns 0x2000DBF8 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(PSP)  returns 0x20018C60 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(CFBP)  returns 0x06000000 (0000ms, 10539ms total)
T10228 289:050 JLINK_ReadReg(FPSCR)  returns 0x00000000 (0006ms, 10545ms total)
T10228 289:056 JLINK_ReadReg(FPS0)  returns 0x00000000 (0000ms, 10545ms total)
T10228 289:056 JLINK_ReadReg(FPS1)  returns 0x00000001 (0000ms, 10545ms total)
T10228 289:056 JLINK_ReadReg(FPS2)  returns 0x00000002 (0000ms, 10545ms total)
T10228 289:056 JLINK_ReadReg(FPS3)  returns 0x00000003 (0000ms, 10545ms total)
T10228 289:056 JLINK_ReadReg(FPS4)  returns 0x00000004 (0000ms, 10545ms total)
T10228 289:056 JLINK_ReadReg(FPS5)  returns 0x00000005 (0000ms, 10545ms total)
T10228 289:056 JLINK_ReadReg(FPS6)  returns 0x00000006 (0000ms, 10545ms total)
T10228 289:056 JLINK_ReadReg(FPS7)  returns 0x00000007 (0000ms, 10545ms total)
T10228 289:056 JLINK_ReadReg(FPS8)  returns 0x00000008 (0000ms, 10545ms total)
T10228 289:056 JLINK_ReadReg(FPS9)  returns 0x00000009 (0000ms, 10545ms total)
T10228 289:056 JLINK_ReadReg(FPS10)  returns 0x00000010 (0000ms, 10545ms total)
T10228 289:056 JLINK_ReadReg(FPS11)  returns 0x00000011 (0000ms, 10545ms total)
T10228 289:057 JLINK_ReadReg(FPS12)  returns 0x00000012 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS13)  returns 0x00000013 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS14)  returns 0x00000014 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS15)  returns 0x00000015 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS16)  returns 0x00000016 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS17)  returns 0x00000017 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS18)  returns 0x00000018 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS19)  returns 0x00000019 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS20)  returns 0x00000020 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS31)  returns 0x00000031 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS7)  returns 0x00000007 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS8)  returns 0x00000008 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS9)  returns 0x00000009 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS10)  returns 0x00000010 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS11)  returns 0x00000011 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS12)  returns 0x00000012 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS13)  returns 0x00000013 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS14)  returns 0x00000014 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS15)  returns 0x00000015 (0000ms, 10546ms total)
T10228 289:057 JLINK_ReadReg(FPS16)  returns 0x00000016 (0000ms, 10546ms total)
T3694 289:057 JLINK_ReadMem (0x20018C64, 0x0020 Bytes, ...) -- CPU_ReadMem(128 bytes @ 0x20018C40) -- Updating C cache (128 bytes @ 0x20018C40) -- Read from C cache (32 bytes @ 0x20018C64) -- Data:  00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ...  returns 0x00 (0002ms, 10548ms total)
T3694 289:071 JLINK_ReadMem (0x20001138, 0x0004 Bytes, ...) -- CPU_ReadMem(64 bytes @ 0x20001100) -- Updating C cache (64 bytes @ 0x20001100) -- Read from C cache (4 bytes @ 0x20001138) -- Data:  00 00 00 00  returns 0x00 (0002ms, 10550ms total)
T3694 289:078 JLINK_ReadMem (0x20018C98, 0x000B Bytes, ...) -- Read from C cache (11 bytes @ 0x20018C98) -- Data:  31 32 33 20 20 20 20 20 42 4D 50  returns 0x00 (0000ms, 10550ms total)
T3694 289:078 JLINK_ReadMem (0x20018CA3, 0x0001 Bytes, ...) -- Read from C cache (1 bytes @ 0x20018CA3) -- Data:  20  returns 0x00 (0000ms, 10550ms total)
T3694 289:079 JLINK_ReadMem (0x20018CA4, 0x0001 Bytes, ...) -- Read from C cache (1 bytes @ 0x20018CA4) -- Data:  10  returns 0x00 (0000ms, 10550ms total)
T3694 289:079 JLINK_ReadMem (0x20018CA5, 0x0001 Bytes, ...) -- Read from C cache (1 bytes @ 0x20018CA5) -- Data:  42  returns 0x00 (0000ms, 10550ms total)
T3694 289:079 JLINK_ReadMem (0x20018CA6, 0x0002 Bytes, ...) -- Read from C cache (2 bytes @ 0x20018CA6) -- Data:  55 6D  returns 0x00 (0000ms, 10550ms total)
T3694 289:079 JLINK_ReadMem (0x20018CA8, 0x0002 Bytes, ...) -- Read from C cache (2 bytes @ 0x20018CA8) -- Data:  32 4B  returns 0x00 (0001ms, 10551ms total)
T3694 289:080 JLINK_ReadMem (0x20018CAA, 0x0002 Bytes, ...) -- Read from C cache (2 bytes @ 0x20018CAA) -- Data:  32 4B  returns 0x00 (0000ms, 10551ms total)
T3694 289:080 JLINK_ReadMem (0x20018CAC, 0x0002 Bytes, ...) -- Read from C cache (2 bytes @ 0x20018CAC) -- Data:  00 00  returns 0x00 (0000ms, 10551ms total)
T3694 289:080 JLINK_ReadMem (0x20018CAE, 0x0002 Bytes, ...) -- Read from C cache (2 bytes @ 0x20018CAE) -- Data:  6F 5E  returns 0x00 (0000ms, 10551ms total)
T3694 289:081 JLINK_ReadMem (0x20018CB0, 0x0002 Bytes, ...) -- Read from C cache (2 bytes @ 0x20018CB0) -- Data:  A9 4A  returns 0x00 (0000ms, 10551ms total)
T3694 289:081 JLINK_ReadMem (0x20018CB2, 0x0002 Bytes, ...) -- Read from C cache (2 bytes @ 0x20018CB2) -- Data:  52 00  returns 0x00 (0000ms, 10551ms total)
T3694 289:082 JLINK_ReadMem (0x20018CB4, 0x0004 Bytes, ...) -- Read from C cache (4 bytes @ 0x20018CB4) -- Data:  68 37 02 00  returns 0x00 (0000ms, 10551ms total)
T3694 289:082 JLINK_ReadMem (0x08049446, 0x0002 Bytes, ...) -- CPU_ReadMem(64 bytes @ 0x08049440) -- Updating C cache (64 bytes @ 0x08049440) -- Read from C cache (2 bytes @ 0x08049446) -- Data:  EC F7  returns 0x00 (0002ms, 10553ms total)
T3694 289:084 JLINK_ReadMem (0x08049448, 0x003C Bytes, ...) -- CPU_ReadMem(64 bytes @ 0x08049480) -- Updating C cache (64 bytes @ 0x08049480) -- Read from C cache (60 bytes @ 0x08049448) -- Data:  D8 FD 04 46 1D 2C 01 D1 FF F7 CC FF 16 B0 10 BD ...  returns 0x00 (0001ms, 10554ms total)
T10228 289:621 JLINK_SetBPEx(Addr = 0x0804944A, Type = 0xFFFFFFF2)  returns 0x0000017D (0000ms, 10554ms total)
T10228 289:621 JLINK_SetBPEx(Addr = 0x08049412, Type = 0xFFFFFFF2)  returns 0x0000017E (0000ms, 10554ms total)
T10228 289:621 JLINK_SetBPEx(Addr = 0x080493F0, Type = 0xFFFFFFF2)  returns 0x0000017F (0000ms, 10554ms total)
T10228 289:621 JLINK_Go() -- CPU_WriteMem(4 bytes @ 0xE0002000) -- CPU_WriteMem(4 bytes @ 0xE0002000) -- CPU_WriteMem(4 bytes @ 0xE0002000) -- CPU_WriteMem(4 bytes @ 0xE0002008) -- CPU_WriteMem(4 bytes @ 0xE000200C) -- CPU_WriteMem(4 bytes @ 0xE0002010) -- CPU_WriteMem(4 bytes @ 0xE0001004) (0008ms, 10562ms total)
T10228 289:730 JLINK_IsHalted()  returns TRUE (0054ms, 10616ms total)
T10228 289:784 JLINK_Halt()  returns 0x00 (0000ms, 10562ms total)
T10228 289:784 JLINK_IsHalted()  returns TRUE (0000ms, 10562ms total)
T10228 289:784 JLINK_IsHalted()  returns TRUE (0000ms, 10562ms total)
T10228 289:784 JLINK_IsHalted()  returns TRUE (0000ms, 10562ms total)
T10228 289:784 JLINK_ReadReg(R15 (PC))  returns 0x0804944A (0000ms, 10562ms total)
T10228 289:784 JLINK_ReadReg(XPSR)  returns 0x61000000 (0000ms, 10562ms total)
T10228 289:784 JLINK_ClrBPEx(BPHandle = 0x0000017D)  returns 0x00 (0000ms, 10562ms total)
T10228 289:784 JLINK_ClrBPEx(BPHandle = 0x0000017E)  returns 0x00 (0000ms, 10562ms total)
T10228 289:784 JLINK_ClrBPEx(BPHandle = 0x0000017F)  returns 0x00 (0000ms, 10562ms total)
T10228 289:784 JLINK_ReadMemU32(0xE000ED30, 0x0001 Items, ...) -- CPU_ReadMem(4 bytes @ 0xE000ED30) -- Data:  03 00 00 00  returns 0x01 (0001ms, 10563ms total)
T10228 289:785 JLINK_ReadMemU32(0xE0001028, 0x0001 Items, ...) -- CPU_ReadMem(4 bytes @ 0xE0001028) -- Data:  00 00 00 00  returns 0x01 (0001ms, 10564ms total)
T10228 289:786 JLINK_ReadMemU32(0xE0001038, 0x0001 Items, ...) -- CPU_ReadMem(4 bytes @ 0xE0001038) -- Data:  00 02 00 00  returns 0x01 (0000ms, 10564ms total)
T10228 289:786 JLINK_ReadMemU32(0xE0001048, 0x0001 Items, ...) -- CPU_ReadMem(4 bytes @ 0xE0001048) -- Data:  00 00 00 00  returns 0x01 (0001ms, 10565ms total)
T10228 289:787 JLINK_ReadMemU32(0xE0001058, 0x0001 Items, ...) -- CPU_ReadMem(4 bytes @ 0xE0001058) -- Data:  00 00 00 00  returns 0x01 (0001ms, 10566ms total)
T10228 289:788 JLINK_Step() -- CPU_ReadMem(64 bytes @ 0x08049440) -- Updating C cache (64 bytes @ 0x08049440) -- Read from C cache (2 bytes @ 0x0804944A) -- CPU_ReadMem(4 bytes @ 0xE0001004) -- Simulated  returns 0x00 (0002ms, 10568ms total)
T10228 289:790 JLINK_ReadReg(R15 (PC))  returns 0x0804944C (0000ms, 10568ms total)
T10228 289:790 JLINK_ReadReg(XPSR)  returns 0x61000000 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R0)  returns 0x0000001D (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R1)  returns 0x00000040 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R2)  returns 0x40003800 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R3)  returns 0x00000003 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R4)  returns 0x0000001D (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R5)  returns 0x00000000 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R6)  returns 0x00000000 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R7)  returns 0x07070707 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R8)  returns 0x08080808 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R9)  returns 0x09090909 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R10)  returns 0x10101010 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R11)  returns 0x11111111 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R12)  returns 0x12121212 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R13 (SP))  returns 0x20018C60 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R14)  returns 0x08036C99 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(R15 (PC))  returns 0x0804944C (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(XPSR)  returns 0x61000000 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(MSP)  returns 0x2000DBF8 (0000ms, 10568ms total)
T10228 289:791 JLINK_ReadReg(PSP)  returns 0x20018C60 (0000ms, 10568ms total)
